,word,code,full_code,cluster
1235,уважать,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
1236,уважать,2.3.2.2,2.3.2.2.2.2.4.,1
1237,увериться,2.3.2.1,2.3.2.1.6.2.,1
1238,уверовать,2.3.2.1,2.3.2.1.6.1.,1
1239,увеселять,2.3.2.2,2.3.2.2.2.2.1.2.,1
1240,увлечь,2.3.2.1,2.3.2.1.4.2.,1
1241,увлечь,2.3.2.2,2.3.2.2.2.1.1.2.,1
1242,увлечь,2.3.2.2,2.3.2.2.2.2.2.2.,1
1243,увлечь,2.3.2.2,2.3.2.2.2.2.3.1.2.,1
1244,увлечься,2.3.2.1,2.3.2.1.4.2.,1
1245,увлечься,2.3.2.2,2.3.2.2.2.1.1.1.,1
1246,увлечься,2.3.2.2,2.3.2.2.2.2.2.1.,1
1247,увлечься,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
1248,угадать,2.3.2.1,2.3.2.1.2.5.,5
1249,углубиться,2.3.2.1,2.3.2.1.2.2.,0
1250,угнетать,2.3.2.1,2.3.2.1.2.1.,1
1251,угнетать,2.3.2.2,2.3.2.2.2.3.5.2.,1
1252,угодить,2.3.2.2,2.3.2.2.2.2.3.1.2.,0
1253,удалить,2.3.2.3,2.3.2.3.1.3.,3
1254,удержать,2.3.2.3,2.3.2.3.1.3.,0
1255,удержать,2.3.2.3,2.3.2.3.1.8.,0
1256,удержаться,2.3.2.3,2.3.2.3.1.8.,0
1257,удивить,2.3.2.2,2.3.2.2.2.1.2.2.,1
1258,удивиться,2.3.2.2,2.3.2.2.2.1.2.1.,1
1259,удовлетворить,2.3.2.2,2.3.2.2.2.2.3.1.2.,3
1260,удовлетворить,2.3.2.3,2.3.2.3.1.7.1.,3
1261,удовлетвориться,2.3.2.2,2.3.2.2.2.2.3.1.1.,1
1262,удовлетвориться,2.3.2.3,2.3.2.3.1.7.1.,1
1263,удовольствоваться,2.3.2.3,2.3.2.3.1.7.1.,1
1264,удостовериться,2.3.2.1,2.3.2.1.6.2.,1
1265,удручить,2.3.2.2,2.3.2.2.2.3.4.2.,1
1266,удумать,2.3.2.1,2.3.2.1.2.4.1.,1
1267,удумать,2.3.2.3,2.3.2.3.1.4.,1
1268,ужаснуться,2.3.2.2,2.3.2.2.2.3.5.1.,1
1269,узаконить,2.3.2.3,2.3.2.3.1.6.1.,3
1270,узнать,2.3.2.1,2.3.2.1.3.1.,5
1271,узнать,2.3.2.1,2.3.2.1.3.2.,5
1272,узнать,2.3.2.1,2.3.2.1.3.3.,5
1273,указать,2.3.2.3,2.3.2.3.1.5.,5
1274,укрепить,2.3.2.3,2.3.2.3.2.2.,0
1275,уловить,2.3.2.1,2.3.2.1.3.3.,5
1276,умалить,2.3.2.1,2.3.2.1.2.6.,1
1277,умилить,2.3.2.2,2.3.2.2.2.2.2.2.,1
1278,умирать,2.3.2.2,2.3.2.2.2.1.1.1.,1
1279,умиротворить,2.3.2.2,2.3.2.2.3.2.2.,1
1280,умнеть,2.3.2.2,2.3.2.2.4.2.1.,1
1281,умствовать,2.3.2.1,2.3.2.1.2.2.,1
1282,умудрить,2.3.2.1,2.3.2.1.2.1.,1
1283,унывать,2.3.2.2,2.3.2.2.3.4.1.,1
1284,упиться,2.3.2.2,2.3.2.2.2.1.1.1.,1
1285,уповать,2.3.2.1,2.3.2.1.6.4.,1
1286,упомнить,2.3.2.1,2.3.2.1.5.1.,1
1287,упрятать,2.3.2.3,2.3.2.3.1.3.,0
1288,упустить,2.3.2.1,2.3.2.1.5.2.,1
1289,уразуметь,2.3.2.1,2.3.2.1.3.3.,1
1290,усадить,2.3.2.3,2.3.2.3.1.2.1.2.,0
1291,усвоить,2.3.2.1,2.3.2.1.3.1.,5
1292,усвоить,2.3.2.1,2.3.2.1.5.1.,5
1293,усладить,2.3.2.2,2.3.2.2.2.2.1.2.,1
1294,услать,2.3.2.3,2.3.2.3.1.2.1.2.,1
1295,уследить,2.3.2.1,2.3.2.1.3.1.,1
1296,усмирить,2.3.2.2,2.3.2.2.3.2.2.,1
1297,усмотреть,2.3.2.1,2.3.2.1.3.3.,3
1298,усомниться,2.3.2.1,2.3.2.1.2.5.,5
1299,успокоить,2.3.2.2,2.3.2.2.3.2.2.,1
1300,успокоиться,2.3.2.2,2.3.2.2.2.3.3.,1
1301,успокоиться,2.3.2.2,2.3.2.2.3.2.1.,1
1302,устанавливать,2.3.2.1,2.3.2.1.3.1.,3
1303,установить,2.3.2.1,2.3.2.1.3.1.,3
1304,установить,2.3.2.3,2.3.2.3.1.5.,3
1305,устать,2.3.2.2,2.3.2.2.2.3.2.1.,1
1306,устоять,2.3.2.3,2.3.2.3.1.8.,0
1307,устрашить,2.3.2.2,2.3.2.2.2.3.5.2.,1
1308,устрашиться,2.3.2.2,2.3.2.2.2.3.5.1.,1
1309,устремить,2.3.2.3,2.3.2.3.1.2.1.2.,3
1310,устремляться,2.3.2.3,2.3.2.3.3.,0
1311,уступить,2.3.2.3,2.3.2.3.1.7.1.,0
1312,уступить,2.3.2.3,2.3.2.3.1.7.2.,0
1313,усыпить,2.3.2.2,2.3.2.2.3.2.2.,1
1314,усыпить,2.3.2.3,2.3.2.3.1.3.,1
1315,утвердить,2.3.2.1,2.3.2.1.6.2.,4
1316,утвердить,2.3.2.3,2.3.2.3.1.5.,4
1317,утвердить,2.3.2.3,2.3.2.3.2.2.,4
1318,утвердиться,2.3.2.1,2.3.2.1.6.2.,3
1319,утереться,2.3.2.2,2.3.2.2.2.3.6.1.,1
1320,утерпеть,2.3.2.3,2.3.2.3.4.,1
1321,утешиться,2.3.2.2,2.3.2.2.3.2.1.,1
1322,утишить,2.3.2.2,2.3.2.2.3.2.2.,1
1323,утолить,2.3.2.2,2.3.2.2.3.2.2.,1
1324,ухватить,2.3.2.1,2.3.2.1.3.3.,0
1325,учесть,2.3.2.1,2.3.2.1.4.1.,3
1326,ушибить,2.3.2.2,2.3.2.2.2.3.4.2.,1
1327,уяснить,2.3.2.1,2.3.2.1.3.1.,5
1328,уяснить,2.3.2.1,2.3.2.1.3.3.,5
1329,фантазировать,2.3.2.1,2.3.2.1.2.4.2.,1
1330,фиксировать,2.3.2.1,2.3.2.1.5.1.,3
1331,философствовать,2.3.2.1,2.3.2.1.2.2.,1
1332,хандрить,2.3.2.2,2.3.2.2.3.3.1.,1
1333,хватиться,2.3.2.1,2.3.2.1.5.1.,1
1334,холодеть,2.3.2.2,2.3.2.2.4.1.,1
1335,холодеть,2.3.2.2,2.3.2.2.4.3.,1
1336,хоронить,2.3.2.1,2.3.2.1.5.2.,0
1337,хотеть,2.3.2.3,2.3.2.3.3.,1
1338,хотеться,2.3.2.3,2.3.2.3.3.,1
1339,целить,2.3.2.3,2.3.2.3.3.,1
1340,целиться,2.3.2.3,2.3.2.3.3.,0
1341,ценить,2.3.2.1,2.3.2.1.2.6.,5
1342,цепенеть,2.3.2.2,2.3.2.2.4.1.,1
1343,чаровать,2.3.2.2,2.3.2.2.2.2.1.2.,1
1344,чахнуть,2.3.2.2,2.3.2.2.2.2.2.1.,1
1345,чаять,2.3.2.1,2.3.2.1.6.4.,1
1346,черстветь,2.3.2.2,2.3.2.2.4.3.,1
1347,читать,2.3.2.1,2.3.2.1.3.3.,5
1348,чихать,2.3.2.2,2.3.2.2.2.3.3.,1
1349,чтить,2.3.2.2,2.3.2.2.2.2.4.,1
1350,чувствовать,2.3.2.2,2.3.2.2.1.,5
1351,чудиться,2.3.2.1,2.3.2.1.2.4.2.,1
1352,чуждаться,2.3.2.2,2.3.2.2.2.3.3.,1
1353,чуять,2.3.2.2,2.3.2.2.1.,1
1354,щекотать,2.3.2.2,2.3.2.2.2.1.1.2.,1
1355,щемить,2.3.2.2,2.3.2.2.3.4.2.,1
1356,яриться,2.3.2.2,2.3.2.2.2.3.7.1.,1
