n_dimensions,n_clusters,mean_ent,n_neighbors,run_id
300,38,0.5988366285996127,20,209
300,39,0.5997718363548684,20,210
300,40,0.6135683455139527,20,211
300,41,0.6140919221002269,20,212
300,42,0.6078260784830469,20,213
300,43,0.5946277188419784,20,214
300,44,0.5828132153068496,20,215
300,45,0.5901240280068096,20,216
300,46,0.5808691250623543,20,217
300,47,0.5796291580755242,20,218
300,48,0.5717324135592353,20,219
300,49,0.5742455794277201,20,220
300,50,0.5722112471099599,20,221
300,51,0.5577868239057974,20,222
300,52,0.5508929195526929,20,223
300,53,0.5594363542250567,20,224
300,54,0.5487823780807095,20,225
300,55,0.5747270684273578,20,226
300,56,0.581026159452796,20,227
300,57,0.584891746988012,20,228
300,58,0.5776792028101935,20,229
300,59,0.5692772561985252,20,230
300,60,0.5569834904177717,20,231
300,61,0.5494963167909034,20,232
300,62,0.5459423684426385,20,233
300,63,0.5471309948269159,20,234
300,64,0.5495522313471675,20,235
300,65,0.5412898371275948,20,236
300,66,0.5485017469001288,20,237
300,67,0.5460892937472506,20,238
300,68,0.547648937995998,20,239
300,69,0.5432396654259997,20,240
300,70,0.5337601825100213,20,241
300,71,0.5366434076251325,20,242
300,72,0.5280015082093387,20,243
300,73,0.5271361247937935,20,244
300,74,0.5192644303251339,20,245
300,75,0.512651141195592,20,246
300,76,0.5054000791002308,20,247
300,77,0.49773486603225814,20,248
300,78,0.5010960662936729,20,249
300,79,0.5054771543278398,20,250
300,80,0.5081653008027056,20,251
300,81,0.5188411031565144,20,252
300,82,0.516564207796803,20,253
300,83,0.5068789261839685,20,254
300,84,0.5010876629605205,20,255
300,85,0.4961428512575095,20,256
300,86,0.48927265826433325,20,257
300,87,0.4824042994615108,20,258
300,88,0.4786572842979199,20,259
300,89,0.47697982913040904,20,260
300,3,0.9215515830191289,100,261
300,4,0.9228372607644888,100,262
300,5,0.9569685997932202,100,263
300,6,0.915257819381807,100,264
300,7,0.8661379360610747,100,265
300,8,0.8430519379506111,100,266
300,9,0.8632726229831187,100,267
300,10,0.8020497971344795,100,268
300,11,0.8180442535158022,100,269
300,12,0.7973836784418565,100,270
300,13,0.7589772634650976,100,271
300,14,0.7068605846423109,100,272
300,15,0.6968363130111029,100,273
300,16,0.7145752183001481,100,274
